id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
554782.0;1226637.0;2023-10-13;sexta-feira;18:08:00;RN;101.0;84,7;NATAL;Não;Iluminação deficiente;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Sim;985541.0;Motocicleta;JTA/SUZUKI INTRUDER 125;2007.0;Condutor;Lesões Leves;35.0;Masculino;0.0;1.0;0.0;0.0;-5,775387;-35,25361;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
554782.0;1226638.0;2023-10-13;sexta-feira;18:08:00;RN;101.0;84,7;NATAL;Não;Iluminação deficiente;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Sim;;;NA/NA;;Pedestre;Lesões Graves;23.0;Masculino;0.0;0.0;1.0;0.0;-5,775387;-35,25361;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
554782.0;1226637.0;2023-10-13;sexta-feira;18:08:00;RN;101.0;84,7;NATAL;Não;Área urbana sem a presença de local apropriado para a travessia de pedestres;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Sim;985541.0;Motocicleta;JTA/SUZUKI INTRUDER 125;2007.0;Condutor;Lesões Leves;35.0;Masculino;0.0;1.0;0.0;0.0;-5,775387;-35,25361;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
554782.0;1226638.0;2023-10-13;sexta-feira;18:08:00;RN;101.0;84,7;NATAL;Não;Área urbana sem a presença de local apropriado para a travessia de pedestres;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Sim;;;NA/NA;;Pedestre;Lesões Graves;23.0;Masculino;0.0;0.0;1.0;0.0;-5,775387;-35,25361;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
554782.0;1226637.0;2023-10-13;sexta-feira;18:08:00;RN;101.0;84,7;NATAL;Sim;Entrada inopinada do pedestre;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Sim;985541.0;Motocicleta;JTA/SUZUKI INTRUDER 125;2007.0;Condutor;Lesões Leves;35.0;Masculino;0.0;1.0;0.0;0.0;-5,775387;-35,25361;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
554782.0;1226638.0;2023-10-13;sexta-feira;18:08:00;RN;101.0;84,7;NATAL;Sim;Entrada inopinada do pedestre;1;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Sim;;;NA/NA;;Pedestre;Lesões Graves;23.0;Masculino;0.0;0.0;1.0;0.0;-5,775387;-35,25361;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
555289.0;1227978.0;2023-10-16;segunda-feira;05:00:00;RN;101.0;85;NATAL;Não;Reação tardia ou ineficiente do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;"Reta;Em Obras;Ponte";Sim;986460.0;Ciclomotor;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;34.0;Feminino;0.0;0.0;1.0;0.0;-5,777664;-35,24937;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
555289.0;1227978.0;2023-10-16;segunda-feira;05:00:00;RN;101.0;85;NATAL;Sim;Mal súbito do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;"Reta;Em Obras;Ponte";Sim;986460.0;Ciclomotor;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;34.0;Feminino;0.0;0.0;1.0;0.0;-5,777664;-35,24937;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
555289.0;1227978.0;2023-10-16;segunda-feira;05:00:00;RN;101.0;85;NATAL;Não;Reação tardia ou ineficiente do condutor;1;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;"Reta;Em Obras;Ponte";Sim;986460.0;Ciclomotor;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;34.0;Feminino;0.0;0.0;1.0;0.0;-5,777664;-35,24937;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
555289.0;1227978.0;2023-10-16;segunda-feira;05:00:00;RN;101.0;85;NATAL;Sim;Mal súbito do condutor;1;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;"Reta;Em Obras;Ponte";Sim;986460.0;Ciclomotor;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;34.0;Feminino;0.0;0.0;1.0;0.0;-5,777664;-35,24937;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
555819.0;1229416.0;2023-10-19;quinta-feira;04:30:00;RN;226.0;2,5;NATAL;Sim;Demais falhas mecânicas ou elétricas;1;Incêndio;Sem Vítimas;Amanhecer;Crescente;Garoa/Chuvisco;Simples;"Reta;Declive";Sim;987608.0;Automóvel;FIAT/ARGO DRIVE 1.3;2018.0;Condutor;Não Informado;;Não Informado;0.0;0.0;0.0;0.0;-5,816856;-35,24955;SPRF-RN;DEL01-RN;UOP02-DEL01-RN
555852.0;1229839.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;3;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987960.0;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2015.0;Condutor;Ileso;57.0;Masculino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229840.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;3;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987961.0;Automóvel;CHEVROLET/ONIX 1.4MT ACT;2018.0;Condutor;Ileso;39.0;Feminino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229842.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;3;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987964.0;Caminhonete;I/FORD RANGER XLTCD4A32C;2018.0;Condutor;Ileso;31.0;Masculino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229841.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;3;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987962.0;Automóvel;HYUNDAI/HB20 10M SENSE;2023.0;Condutor;Ileso;18.0;Feminino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229839.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;2;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987960.0;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2015.0;Condutor;Ileso;57.0;Masculino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229840.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;2;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987961.0;Automóvel;CHEVROLET/ONIX 1.4MT ACT;2018.0;Condutor;Ileso;39.0;Feminino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229842.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;2;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987964.0;Caminhonete;I/FORD RANGER XLTCD4A32C;2018.0;Condutor;Ileso;31.0;Masculino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229841.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;2;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987962.0;Automóvel;HYUNDAI/HB20 10M SENSE;2023.0;Condutor;Ileso;18.0;Feminino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229839.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987960.0;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2015.0;Condutor;Ileso;57.0;Masculino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229840.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987961.0;Automóvel;CHEVROLET/ONIX 1.4MT ACT;2018.0;Condutor;Ileso;39.0;Feminino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229842.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987964.0;Caminhonete;I/FORD RANGER XLTCD4A32C;2018.0;Condutor;Ileso;31.0;Masculino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555852.0;1229841.0;2023-10-19;quinta-feira;08:45:00;RN;101.0;97,4;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Viaduto;Sim;987962.0;Automóvel;HYUNDAI/HB20 10M SENSE;2023.0;Condutor;Ileso;18.0;Feminino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555859.0;1229430.0;2023-10-19;quinta-feira;09:35:00;RN;101.0;97;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Sim;987621.0;Automóvel;FIAT/UNO DRIVE 1.0;2019.0;Condutor;Ileso;32.0;Masculino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
555859.0;1229431.0;2023-10-19;quinta-feira;09:35:00;RN;101.0;97;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Sim;987622.0;Automóvel;FIAT/PALIO FIRE FLEX;2006.0;Condutor;Ileso;71.0;Masculino;1.0;0.0;0.0;0.0;-5,857589;-35,21271;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
556313.0;1230600.0;2023-10-21;sábado;13:30:00;RN;101.0;85;NATAL;Não;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Ponte;Sim;988545.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2015.0;Condutor;Ileso;44.0;Masculino;1.0;0.0;0.0;0.0;-5,783988;-35,24685;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
556313.0;1230603.0;2023-10-21;sábado;13:30:00;RN;101.0;85;NATAL;Não;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Ponte;Sim;988545.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2015.0;Passageiro;Lesões Leves;27.0;Feminino;0.0;1.0;0.0;0.0;-5,783988;-35,24685;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
556313.0;1230601.0;2023-10-21;sábado;13:30:00;RN;101.0;85;NATAL;Não;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Ponte;Sim;988546.0;Automóvel;GM/CORSA HATCH MAXX;2004.0;Condutor;Ileso;23.0;Masculino;1.0;0.0;0.0;0.0;-5,783988;-35,24685;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
556313.0;1230600.0;2023-10-21;sábado;13:30:00;RN;101.0;85;NATAL;Sim;Reação tardia ou ineficiente do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Ponte;Sim;988545.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2015.0;Condutor;Ileso;44.0;Masculino;1.0;0.0;0.0;0.0;-5,783988;-35,24685;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
556313.0;1230603.0;2023-10-21;sábado;13:30:00;RN;101.0;85;NATAL;Sim;Reação tardia ou ineficiente do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Ponte;Sim;988545.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2015.0;Passageiro;Lesões Leves;27.0;Feminino;0.0;1.0;0.0;0.0;-5,783988;-35,24685;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
556313.0;1230601.0;2023-10-21;sábado;13:30:00;RN;101.0;85;NATAL;Sim;Reação tardia ou ineficiente do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Ponte;Sim;988546.0;Automóvel;GM/CORSA HATCH MAXX;2004.0;Condutor;Ileso;23.0;Masculino;1.0;0.0;0.0;0.0;-5,783988;-35,24685;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
556703.0;1231448.0;2023-10-23;segunda-feira;08:00:00;RN;101.0;96;NATAL;Sim;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Aclive";Não;989287.0;Motocicleta;HONDA/NXR160 BROS ESDD;2020.0;Condutor;Lesões Leves;27.0;Masculino;0.0;1.0;0.0;0.0;-5,849496;-35,20891;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
556703.0;1231455.0;2023-10-23;segunda-feira;08:00:00;RN;101.0;96;NATAL;Sim;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Aclive";Não;989287.0;Motocicleta;HONDA/NXR160 BROS ESDD;2020.0;Passageiro;Lesões Leves;38.0;Feminino;0.0;1.0;0.0;0.0;-5,849496;-35,20891;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
556703.0;1231447.0;2023-10-23;segunda-feira;08:00:00;RN;101.0;96;NATAL;Sim;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Aclive";Não;989286.0;Motocicleta;JTA/SUZUKI SAVAGE LS650;1998.0;Condutor;Lesões Leves;35.0;Masculino;0.0;1.0;0.0;0.0;-5,849496;-35,20891;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
556703.0;1231446.0;2023-10-23;segunda-feira;08:00:00;RN;101.0;96;NATAL;Sim;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Aclive";Não;989285.0;Caminhonete;I/TOYOTA HILUX 2CD;0.0;Condutor;Lesões Leves;;Ignorado;0.0;1.0;0.0;0.0;-5,849496;-35,20891;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
556848.0;1232792.0;2023-10-23;segunda-feira;22:32:00;RN;101.0;99;NATAL;Sim;Acumulo de areia ou detritos sobre o pavimento;1;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Retorno Regulamentado;Curva";Sim;990414.0;Motocicleta;HONDA/CG150 FAN ESDI;2014.0;Condutor;Lesões Leves;38.0;Masculino;0.0;1.0;0.0;0.0;-5,873592;-35,22063;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Iluminação deficiente;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Iluminação deficiente;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de sinalização;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de sinalização;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de reação do condutor;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de reação do condutor;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Sim;Transitar na contramão;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Sim;Transitar na contramão;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Iluminação deficiente;3;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Iluminação deficiente;3;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de sinalização;3;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de sinalização;3;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de reação do condutor;3;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de reação do condutor;3;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Sim;Transitar na contramão;3;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Sim;Transitar na contramão;3;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Iluminação deficiente;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Iluminação deficiente;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de sinalização;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de sinalização;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232692.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de reação do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990316.0;Bicicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Leves;66.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
557204.0;1232688.0;2023-10-25;quarta-feira;22:30:00;RN;101.0;77;NATAL;Não;Ausência de reação do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Curva;Em Obras;Declive";Sim;990315.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;40.0;Masculino;0.0;1.0;0.0;0.0;-5,731805;-35,29112;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
